caller_id,recipient_id,date,time,duration,tower_id,prefecture,hour
3VZAX0RR,QPB1YYRY,2020-01-12,01:03:15,110,tower38,GOLFE,1
OG6WSZ4Y,Y2SSO9KF,2020-01-12,01:04:59,79,tower97,OTI-SUD,1
FWGZVNWU,L98725AW,2020-01-12,01:22:13,97,tower40,GOLFE,1
7N3IRJTC,LUJ3QL62,2020-01-12,01:28:33,93,tower34,GOLFE,1
3D70JPBF,SB2GZAJU,2020-01-12,01:30:16,119,tower6,AGOE-NYIVE,1
8FA9GEXM,0706DUPJ,2020-01-12,01:50:38,123,tower38,GOLFE,1
BZFQY2QR,N8HKPIK4,2020-01-12,01:56:34,98,tower70,OGOU,1
RH9604A1,GQZH5IFP,2020-01-12,02:05:40,94,tower18,ASSOLI,2
8A0F9A5Y,6EUR8NQU,2020-01-12,02:20:42,63,tower64,LOME COMMUNE,2
R4DNBXGL,4SEEL57M,2020-01-12,02:33:12,131,tower97,OTI-SUD,2
I8EZDI9H,W6QZ7S00,2020-01-12,02:34:38,44,tower0,AGOE-NYIVE,2
IDXIWF9Y,4SEEL57M,2020-01-12,02:44:47,127,tower10,AGOU,2
6EUR8NQU,YDW44SWN,2020-01-12,02:46:07,170,tower81,TCHAOUDJO,2
EW1CU6MB,DVO6WS7K,2020-01-12,02:47:49,121,tower42,GOLFE,2
3D70JPBF,3D70JPBF,2020-01-12,02:59:55,132,tower54,LOME COMMUNE,2
BWUDB7OK,CPIQJ5U0,2020-01-12,03:01:11,80,tower60,LOME COMMUNE,3
536AAL2Y,5M28L1MF,2020-01-12,03:10:19,40,tower56,LOME COMMUNE,3
HNHOUXJM,N8HKPIK4,2020-01-12,03:14:12,105,tower15,ANIE,3
EW1CU6MB,9B0R7O7F,2020-01-12,03:17:09,126,tower60,LOME COMMUNE,3
RR13MTWZ,GQZH5IFP,2020-01-12,03:29:29,102,tower34,GOLFE,3
5M28L1MF,850ILZ3A,2020-01-12,03:48:21,63,tower37,GOLFE,3
EW1CU6MB,DVO6WS7K,2020-01-12,03:48:31,56,tower34,GOLFE,3
GXMHRRRQ,CJEB2UOC,2020-01-12,04:08:57,63,tower95,AMOU,4
6HEE149Y,QPB1YYRY,2020-01-12,04:31:44,106,tower4,AGOE-NYIVE,4
OHGI1JNY,UH87QXHH,2020-01-12,04:37:16,111,tower36,GOLFE,4
YDW44SWN,AZT67X0T,2020-01-12,04:43:10,104,tower98,KPENDJAL-OUEST,4
FRS832YF,BWUDB7OK,2020-01-12,04:45:53,71,tower33,GOLFE,4
850ILZ3A,6Y16JW65,2020-01-12,04:54:25,64,tower4,AGOE-NYIVE,4
5M28L1MF,SB2GZAJU,2020-01-12,04:57:53,164,tower65,LOME COMMUNE,4
41PJSO2K,XP0CZNVG,2020-01-12,04:59:47,95,tower42,GOLFE,4
8TG8O2BF,RU3LLYRM,2020-01-12,05:01:04,79,tower32,EST-MONO,5
6Y16JW65,6RUMEMGE,2020-01-12,05:31:10,115,tower19,BASSAR,5
UHX8BQMK,6KQE9FYV,2020-01-12,05:59:56,64,tower37,GOLFE,5
FMFIYFMH,64BII0RU,2020-01-12,06:00:05,116,tower95,AMOU,6
OT5GIBEA,N6OH31ZA,2020-01-12,06:19:32,117,tower35,GOLFE,6
850ILZ3A,TEZK7G1F,2020-01-12,06:20:39,141,tower60,LOME COMMUNE,6
CV9MTN0Y,UUQXQRFE,2020-01-12,06:38:54,97,tower84,TCHAOUDJO,6
DVO6WS7K,RR13MTWZ,2020-01-12,06:46:54,83,tower80,TCHAOUDJO,6
KQTDS8US,CJEB2UOC,2020-01-12,06:58:26,127,tower68,MOYEN-MONO,6
CHK6RZDS,I78A4ZYA,2020-01-12,07:03:20,96,tower45,KERAN,7
QU7QSVGS,RWO7A9Z2,2020-01-12,07:06:54,72,tower42,GOLFE,7
6KQE9FYV,S38K1ZXD,2020-01-12,07:20:31,121,tower45,KERAN,7
CPIQJ5U0,9QZ0HCVE,2020-01-12,08:18:01,62,tower41,GOLFE,8
6EUR8NQU,AEOYEEI1,2020-01-12,08:41:32,93,tower86,TCHAOUDJO,8
JRCMCAKE,YDW44SWN,2020-01-12,08:44:11,77,tower20,BASSAR,8
GXMHRRRQ,SVK701Q4,2020-01-12,08:46:15,63,tower90,WAWA,8
RU3LLYRM,QK6RD0CH,2020-01-12,08:53:38,102,tower48,KOZAH,8
RU3LLYRM,786DVPTE,2020-01-12,08:59:41,62,tower25,DANKPEN,8
6RUMEMGE,UPUH33XF,2020-01-12,09:00:52,108,tower23,BLITTA,9
W6QZ7S00,AEOYEEI1,2020-01-12,09:01:37,96,tower29,DOUFELGOU,9
6KQE9FYV,TKBXHJOX,2020-01-12,09:05:54,138,tower45,KERAN,9
KSUQVRSH,TKBXHJOX,2020-01-12,09:15:24,59,tower74,OTI,9
JTZ8NTNT,XZ8HC3LN,2020-01-12,09:20:59,133,tower100,PLAINE DU MO,9
LUJ3QL62,MPQMSOBP,2020-01-12,09:21:19,118,tower53,LOME COMMUNE,9
N74H5WB8,N6OH31ZA,2020-01-12,09:22:00,80,tower70,OGOU,9
B5ZATI54,S38K1ZXD,2020-01-12,09:47:12,118,tower58,LOME COMMUNE,9
UHX8BQMK,YWUR3EKV,2020-01-12,09:49:49,105,tower4,AGOE-NYIVE,9
NIF6UYTN,CPIQJ5U0,2020-01-12,10:00:58,103,tower85,TCHAOUDJO,10
850ILZ3A,SG8WV7D2,2020-01-12,10:07:33,98,tower53,LOME COMMUNE,10
L98725AW,SB2GZAJU,2020-01-12,10:17:40,81,tower86,TCHAOUDJO,10
OK4PTTMX,CV9F4FO6,2020-01-12,10:19:20,74,tower74,OTI,10
HWD6GQ16,OT5GIBEA,2020-01-12,10:32:41,94,tower7,AGOE-NYIVE,10
CO9IM36S,0706DUPJ,2020-01-12,10:46:35,97,tower78,TCHAMBA,10
QQ8Z3DOV,N74H5WB8,2020-01-12,11:12:47,91,tower94,ZIO,11
S38K1ZXD,RH9604A1,2020-01-12,11:22:21,43,tower3,AGOE-NYIVE,11
JTZ8NTNT,BDOD6BTL,2020-01-12,12:04:09,67,tower101,PLAINE DU MO,12
HWD6GQ16,3D70JPBF,2020-01-12,12:10:12,72,tower5,AGOE-NYIVE,12
Q5BK8XEM,2LI3ERUW,2020-01-12,12:22:40,71,tower99,KPENDJAL-OUEST,12
UHX8BQMK,L98725AW,2020-01-12,12:32:04,46,tower60,LOME COMMUNE,12
7G2T9TPC,64BII0RU,2020-01-12,12:33:44,93,tower17,ASSOLI,12
TV465N8P,7N3IRJTC,2020-01-12,12:39:38,112,tower69,MOYEN-MONO,12
COD1SBB0,DZX7JJ0X,2020-01-12,13:23:33,100,tower45,KERAN,13
6KQE9FYV,CV9MTN0Y,2020-01-12,13:31:16,73,tower44,KERAN,13
RJWIR8DL,L98725AW,2020-01-12,13:51:02,83,tower39,GOLFE,13
UHX8BQMK,IFOFOESU,2020-01-12,14:46:47,64,tower2,AGOE-NYIVE,14
XAJI0Y6D,UYRRM4JD,2020-01-12,15:41:03,97,tower6,AGOE-NYIVE,15
LUJ3QL62,BVAS9K9W,2020-01-12,15:58:11,91,tower63,LOME COMMUNE,15
JTZ8NTNT,QU7QSVGS,2020-01-12,16:03:02,77,tower100,PLAINE DU MO,16
KSUQVRSH,QNE5AS6C,2020-01-12,16:03:52,87,tower74,OTI,16
QQ8Z3DOV,7G2T9TPC,2020-01-12,16:12:38,50,tower27,DANYI,16
1DJTB0AG,RR13MTWZ,2020-01-12,16:28:46,56,tower61,LOME COMMUNE,16
OG6WSZ4Y,RXWZ61FH,2020-01-12,16:31:20,78,tower99,KPENDJAL-OUEST,16
MPQMSOBP,BZFQY2QR,2020-01-12,16:39:06,121,tower17,ASSOLI,16
OG6WSZ4Y,RWO7A9Z2,2020-01-12,16:39:35,74,tower98,KPENDJAL-OUEST,16
3VZAX0RR,JYY4GIFI,2020-01-12,16:44:36,96,tower34,GOLFE,16
3H7ROWGG,KQTDS8US,2020-01-12,16:52:58,126,tower43,HAHO,16
RWO7A9Z2,UYRRM4JD,2020-01-12,16:53:24,100,tower64,LOME COMMUNE,16
CHK6RZDS,Y2SSO9KF,2020-01-12,16:58:51,95,tower45,KERAN,16
SVK701Q4,OO66L484,2020-01-12,17:02:56,95,tower79,TCHAOUDJO,17
UHX8BQMK,9QZ0HCVE,2020-01-12,17:11:46,57,tower37,GOLFE,17
7G2T9TPC,OW8BY9KD,2020-01-12,17:34:39,126,tower79,TCHAOUDJO,17
UYRRM4JD,9QZ0HCVE,2020-01-12,17:54:30,105,tower16,ANIE,17
QPB1YYRY,EW1CU6MB,2020-01-12,18:04:49,100,tower15,ANIE,18
6KQE9FYV,1DJTB0AG,2020-01-12,18:08:03,146,tower99,KPENDJAL-OUEST,18
EW1CU6MB,6RUMEMGE,2020-01-12,18:18:03,132,tower39,GOLFE,18
JYY4GIFI,QU7QSVGS,2020-01-12,18:23:20,74,tower50,KPENDJAL,18
3D70JPBF,N74H5WB8,2020-01-12,18:35:56,62,tower9,AGOE-NYIVE,18
EW1CU6MB,UPUH33XF,2020-01-12,18:45:16,124,tower38,GOLFE,18
LWA939JH,SVK701Q4,2020-01-12,18:51:53,122,tower60,LOME COMMUNE,18
XAJI0Y6D,TEKPAR8P,2020-01-12,19:11:27,69,tower61,LOME COMMUNE,19
ZGDN1K5V,06BA9LHR,2020-01-12,19:19:03,99,tower46,KLOTO,19
YDW44SWN,7G8IQ6MS,2020-01-12,19:23:49,112,tower77,TANDJOARE,19
HNHOUXJM,M3MCR0YC,2020-01-12,19:38:27,131,tower71,OGOU,19
DVO6WS7K,Z6A73C32,2020-01-12,19:39:11,124,tower21,BINAH,19
XAJI0Y6D,XAJI0Y6D,2020-01-12,19:41:46,67,tower61,LOME COMMUNE,19
XAJI0Y6D,CV9F4FO6,2020-01-12,19:53:01,96,tower57,LOME COMMUNE,19
XP0CZNVG,R4DNBXGL,2020-01-12,19:53:33,99,tower1,AGOE-NYIVE,19
FRS832YF,RJWIR8DL,2020-01-12,20:04:59,150,tower40,GOLFE,20
H3N42UUB,2B4LACSW,2020-01-12,20:09:29,116,tower53,LOME COMMUNE,20
N74H5WB8,DVO6WS7K,2020-01-12,20:12:30,135,tower71,OGOU,20
FRS832YF,RWO7A9Z2,2020-01-12,20:51:39,67,tower60,LOME COMMUNE,20
RWO7A9Z2,OK4PTTMX,2020-01-12,21:04:11,126,tower36,GOLFE,21
06BA9LHR,RJWIR8DL,2020-01-12,21:11:03,105,tower25,DANKPEN,21
0706DUPJ,NIF6UYTN,2020-01-12,21:15:05,93,tower0,AGOE-NYIVE,21
UPUH33XF,KSUQVRSH,2020-01-12,21:33:01,49,tower6,AGOE-NYIVE,21
MPQMSOBP,DZX7JJ0X,2020-01-12,21:34:37,99,tower18,ASSOLI,21
8A0F9A5Y,7G2T9TPC,2020-01-12,21:40:37,115,tower51,LACS,21
I78A4ZYA,XZ8HC3LN,2020-01-12,21:58:30,104,tower8,AGOE-NYIVE,21
B5ZATI54,CHK6RZDS,2020-01-12,21:59:04,64,tower62,LOME COMMUNE,21
L98725AW,7ISEBFWJ,2020-01-12,22:01:59,91,tower84,TCHAOUDJO,22
OT5GIBEA,I78A4ZYA,2020-01-12,22:16:52,72,tower33,GOLFE,22
RR13MTWZ,MPQMSOBP,2020-01-12,22:31:08,100,tower68,MOYEN-MONO,22
NRPQOXJW,W6QZ7S00,2020-01-12,22:45:48,82,tower89,VO,22
06BA9LHR,5M28L1MF,2020-01-12,22:58:45,123,tower97,OTI-SUD,22
6HEE149Y,2LI3ERUW,2020-01-12,23:07:56,107,tower38,GOLFE,23
GXMHRRRQ,QPB1YYRY,2020-01-12,23:08:06,81,tower43,HAHO,23
4SEEL57M,BZFQY2QR,2020-01-12,23:14:13,107,tower11,AGOU,23
UHX8BQMK,GQZH5IFP,2020-01-12,23:21:39,123,tower40,GOLFE,23
JYY4GIFI,8TG8O2BF,2020-01-12,23:25:58,146,tower74,OTI,23
TEKPAR8P,6Y16JW65,2020-01-12,23:30:31,79,tower14,AKEBOU,23
5OV4ISV8,RU3LLYRM,2020-01-12,23:42:31,124,tower101,PLAINE DU MO,23
RU3LLYRM,6HEE149Y,2020-01-12,23:42:43,64,tower47,KOZAH,23
FRS832YF,6KQE9FYV,2020-01-12,23:55:25,98,tower41,GOLFE,23
5OV4ISV8,TEKPAR8P,2020-01-13,00:04:20,132,tower100,PLAINE DU MO,0
JRCMCAKE,LWA939JH,2020-01-13,00:05:00,104,tower25,DANKPEN,0
YWUR3EKV,UH87QXHH,2020-01-13,00:13:28,86,tower18,ASSOLI,0
1S9T7ERF,CHK6RZDS,2020-01-13,00:24:56,139,tower22,BINAH,0
UHX8BQMK,NRPQOXJW,2020-01-13,00:25:17,52,tower34,GOLFE,0
9QZ0HCVE,QK6RD0CH,2020-01-13,00:33:50,109,tower66,LOME COMMUNE,0
HDXVWMQ5,850ILZ3A,2020-01-13,00:40:04,79,tower4,AGOE-NYIVE,0
NRPQOXJW,LFXCTNCS,2020-01-13,00:50:22,83,tower57,LOME COMMUNE,0
6I3K0MVW,7G2T9TPC,2020-01-13,01:15:19,42,tower7,AGOE-NYIVE,1
IU9XRLE9,KQTDS8US,2020-01-13,01:21:36,146,tower17,ASSOLI,1
FQ1Z0P2T,N8HKPIK4,2020-01-13,01:25:56,100,tower81,TCHAOUDJO,1
LUJ3QL62,DVO6WS7K,2020-01-13,01:32:59,43,tower39,GOLFE,1
NRPQOXJW,OT5GIBEA,2020-01-13,01:36:34,106,tower9,AGOE-NYIVE,1
7G8IQ6MS,7G8IQ6MS,2020-01-13,01:45:20,75,tower101,PLAINE DU MO,1
KSUQVRSH,UHX8BQMK,2020-01-13,01:47:18,52,tower98,KPENDJAL-OUEST,1
FQ1Z0P2T,OG6WSZ4Y,2020-01-13,01:48:38,62,tower83,TCHAOUDJO,1
CV9F4FO6,UUQXQRFE,2020-01-13,01:52:17,131,tower73,OTI,1
8A0F9A5Y,R4DNBXGL,2020-01-13,02:08:28,85,tower58,LOME COMMUNE,2
EEVGEQPH,LFXCTNCS,2020-01-13,02:10:15,68,tower102,PLAINE DU MO,2
6KQE9FYV,DZX7JJ0X,2020-01-13,02:12:41,82,tower25,DANKPEN,2
536AAL2Y,536AAL2Y,2020-01-13,02:22:02,96,tower6,AGOE-NYIVE,2
EEVGEQPH,C18O8PW7,2020-01-13,02:22:51,97,tower100,PLAINE DU MO,2
R4DNBXGL,EEVGEQPH,2020-01-13,02:30:53,73,tower74,OTI,2
UHX8BQMK,IFOFOESU,2020-01-13,02:32:51,96,tower61,LOME COMMUNE,2
OT5GIBEA,9B0R7O7F,2020-01-13,02:42:21,93,tower42,GOLFE,2
Q5BK8XEM,HNHOUXJM,2020-01-13,02:47:14,97,tower24,CINKASSE,2
QPB1YYRY,TEKPAR8P,2020-01-13,03:23:45,91,tower28,DANYI,3
SJ02XAIM,BDOD6BTL,2020-01-13,03:34:45,86,tower0,AGOE-NYIVE,3
UW3JX66G,SG8WV7D2,2020-01-13,03:37:22,65,tower49,KPELE,3
41PJSO2K,YDW44SWN,2020-01-13,03:39:15,81,tower64,LOME COMMUNE,3
IU9XRLE9,CJEB2UOC,2020-01-13,03:49:54,138,tower18,ASSOLI,3
ISF3IT7O,M3MCR0YC,2020-01-13,03:50:20,120,tower14,AKEBOU,3
6HEE149Y,SQUN4FQ1,2020-01-13,03:52:27,71,tower7,AGOE-NYIVE,3
TV465N8P,UYRRM4JD,2020-01-13,04:09:23,144,tower43,HAHO,4
8FA9GEXM,CO9IM36S,2020-01-13,04:23:02,77,tower0,AGOE-NYIVE,4
I78A4ZYA,FG4TKMTL,2020-01-13,04:34:28,76,tower5,AGOE-NYIVE,4
BWUDB7OK,6KQE9FYV,2020-01-13,04:42:09,113,tower65,LOME COMMUNE,4
FMFIYFMH,RU3LLYRM,2020-01-13,04:47:09,71,tower72,OGOU,4
QNE5AS6C,UH87QXHH,2020-01-13,04:49:36,134,tower87,TCHAOUDJO,4
W6QZ7S00,5M28L1MF,2020-01-13,04:52:16,60,tower83,TCHAOUDJO,4
EW1CU6MB,TV465N8P,2020-01-13,05:04:38,108,tower36,GOLFE,5
CV9F4FO6,7N3IRJTC,2020-01-13,05:12:12,95,tower98,KPENDJAL-OUEST,5
UYRRM4JD,DVO6WS7K,2020-01-13,05:33:39,153,tower67,MOYEN-MONO,5
OG6WSZ4Y,UUQXQRFE,2020-01-13,05:35:13,113,tower97,OTI-SUD,5
RR13MTWZ,AEOYEEI1,2020-01-13,05:44:07,118,tower10,AGOU,5
QU7QSVGS,6RUMEMGE,2020-01-13,06:02:41,108,tower52,LOME COMMUNE,6
FRS832YF,AEOYEEI1,2020-01-13,06:05:30,75,tower51,LACS,6
NIF6UYTN,AZT67X0T,2020-01-13,06:06:56,122,tower83,TCHAOUDJO,6
BDOD6BTL,N6OH31ZA,2020-01-13,06:25:50,88,tower42,GOLFE,6
T105K8U0,TEKPAR8P,2020-01-13,06:39:35,109,tower46,KLOTO,6
OG6WSZ4Y,23RJAXQ1,2020-01-13,06:46:48,113,tower99,KPENDJAL-OUEST,6
UTP1PFWB,HWD6GQ16,2020-01-13,07:03:38,59,tower46,KLOTO,7
FWGZVNWU,YDW44SWN,2020-01-13,07:29:48,80,tower35,GOLFE,7
IFOFOESU,CO9IM36S,2020-01-13,07:32:35,77,tower41,GOLFE,7
SG8WV7D2,QQ8Z3DOV,2020-01-13,07:33:06,85,tower70,OGOU,7
N74H5WB8,UH87QXHH,2020-01-13,07:50:09,98,tower16,ANIE,7
QU7QSVGS,T105K8U0,2020-01-13,07:53:47,119,tower41,GOLFE,7
XAJI0Y6D,UHX8BQMK,2020-01-13,08:00:11,102,tower40,GOLFE,8
3H7ROWGG,RR13MTWZ,2020-01-13,08:06:08,109,tower10,AGOU,8
UYRRM4JD,YDW44SWN,2020-01-13,08:08:30,80,tower71,OGOU,8
N6OH31ZA,CJEB2UOC,2020-01-13,08:13:35,121,tower37,GOLFE,8
9QZ0HCVE,UTP1PFWB,2020-01-13,08:14:52,129,tower57,LOME COMMUNE,8
3H7ROWGG,CJEB2UOC,2020-01-13,08:18:22,94,tower46,KLOTO,8
786DVPTE,OHGI1JNY,2020-01-13,08:23:02,88,tower78,TCHAMBA,8
BZFQY2QR,RXXFANJ3,2020-01-13,08:26:50,119,tower10,AGOU,8
0706DUPJ,CV9MTN0Y,2020-01-13,08:26:57,70,tower56,LOME COMMUNE,8
CO9IM36S,JRCMCAKE,2020-01-13,08:29:46,96,tower87,TCHAOUDJO,8
6Y16JW65,FRS832YF,2020-01-13,08:31:45,88,tower86,TCHAOUDJO,8
FQ1Z0P2T,QQ8Z3DOV,2020-01-13,08:38:45,61,tower84,TCHAOUDJO,8
RXWZ61FH,TV465N8P,2020-01-13,08:56:27,110,tower82,TCHAOUDJO,8
9B0R7O7F,M3MCR0YC,2020-01-13,09:00:20,74,tower42,GOLFE,9
64BII0RU,XAJI0Y6D,2020-01-13,09:01:15,114,tower5,AGOE-NYIVE,9
AEOYEEI1,FRS832YF,2020-01-13,09:02:42,111,tower24,CINKASSE,9
FRS832YF,JRCMCAKE,2020-01-13,09:16:09,92,tower37,GOLFE,9
OG6WSZ4Y,XP0CZNVG,2020-01-13,09:20:49,135,tower99,KPENDJAL-OUEST,9
6HEE149Y,3VZAX0RR,2020-01-13,09:21:21,129,tower41,GOLFE,9
GXMHRRRQ,N6OH31ZA,2020-01-13,09:31:29,82,tower27,DANYI,9
OHGI1JNY,DVO6WS7K,2020-01-13,09:54:15,94,tower70,OGOU,9
64BII0RU,UHX8BQMK,2020-01-13,09:54:30,100,tower5,AGOE-NYIVE,9
BWUDB7OK,3VZAX0RR,2020-01-13,10:13:20,96,tower37,GOLFE,10
I78A4ZYA,L1DKO6MV,2020-01-13,10:23:00,70,tower42,GOLFE,10
9QZ0HCVE,64BII0RU,2020-01-13,10:23:44,143,tower36,GOLFE,10
RU3LLYRM,FRS832YF,2020-01-13,10:43:53,105,tower47,KOZAH,10
6RUMEMGE,850ILZ3A,2020-01-13,11:01:10,102,tower23,BLITTA,11
UYRRM4JD,9B0R7O7F,2020-01-13,11:14:25,105,tower91,WAWA,11
QQ8Z3DOV,HNHOUXJM,2020-01-13,11:20:24,120,tower72,OGOU,11
QQ8Z3DOV,XZ8HC3LN,2020-01-13,11:35:49,51,tower27,DANYI,11
R4DNBXGL,0HHVC11B,2020-01-13,11:42:48,69,tower74,OTI,11
06BA9LHR,JRCMCAKE,2020-01-13,11:46:11,74,tower74,OTI,11
H3N42UUB,V2J558WL,2020-01-13,11:52:21,120,tower54,LOME COMMUNE,11
XAJI0Y6D,SB2GZAJU,2020-01-13,11:53:15,57,tower63,LOME COMMUNE,11
TKBXHJOX,SVK701Q4,2020-01-13,12:03:23,78,tower60,LOME COMMUNE,12
2B4LACSW,BDOD6BTL,2020-01-13,12:07:42,90,tower40,GOLFE,12
QU7QSVGS,YDGVL625,2020-01-13,12:25:27,128,tower61,LOME COMMUNE,12
6RUMEMGE,JRCMCAKE,2020-01-13,12:29:50,75,tower32,EST-MONO,12
CV9F4FO6,TV465N8P,2020-01-13,12:31:17,88,tower24,CINKASSE,12
UH87QXHH,SG8WV7D2,2020-01-13,12:36:43,73,tower13,AKEBOU,12
UPUH33XF,8TG8O2BF,2020-01-13,12:49:48,126,tower39,GOLFE,12
06BA9LHR,6I3K0MVW,2020-01-13,13:01:35,60,tower25,DANKPEN,13
S38K1ZXD,E35NJHCH,2020-01-13,13:09:05,105,tower92,YOTO,13
Z6A73C32,SG8WV7D2,2020-01-13,13:13:00,35,tower31,EST-MONO,13
IDXIWF9Y,TEKPAR8P,2020-01-13,13:18:51,119,tower1,AGOE-NYIVE,13
HWD6GQ16,DVO6WS7K,2020-01-13,13:24:12,125,tower5,AGOE-NYIVE,13
QPB1YYRY,CV9F4FO6,2020-01-13,13:25:43,113,tower14,AKEBOU,13
N8HKPIK4,1S9T7ERF,2020-01-13,13:30:41,73,tower63,LOME COMMUNE,13
UHX8BQMK,COD1SBB0,2020-01-13,13:46:24,78,tower7,AGOE-NYIVE,13
6EUR8NQU,PUUV28Y3,2020-01-13,13:51:34,87,tower80,TCHAOUDJO,13
6Y16JW65,QNE5AS6C,2020-01-13,13:53:20,129,tower22,BINAH,13
UTP1PFWB,XAJI0Y6D,2020-01-13,14:06:01,91,tower16,ANIE,14
HWD6GQ16,CV9F4FO6,2020-01-13,14:13:23,88,tower38,GOLFE,14
UPUH33XF,8FA9GEXM,2020-01-13,14:19:45,95,tower57,LOME COMMUNE,14
QPB1YYRY,DVO6WS7K,2020-01-13,14:40:07,89,tower32,EST-MONO,14
FMFIYFMH,8URS19PI,2020-01-13,15:00:59,99,tower95,AMOU,15
N6OH31ZA,RXWZ61FH,2020-01-13,15:28:12,135,tower6,AGOE-NYIVE,15
FQ1Z0P2T,ISF3IT7O,2020-01-13,15:32:18,72,tower75,SOTOUBOUA,15
BZFQY2QR,IU9XRLE9,2020-01-13,15:51:53,121,tower43,HAHO,15
6EUR8NQU,HNHOUXJM,2020-01-13,16:04:44,118,tower86,TCHAOUDJO,16
H3N42UUB,UH87QXHH,2020-01-13,16:05:31,82,tower64,LOME COMMUNE,16
LFXCTNCS,23RJAXQ1,2020-01-13,16:28:14,146,tower52,LOME COMMUNE,16
E35NJHCH,8TG8O2BF,2020-01-13,16:40:42,57,tower23,BLITTA,16
E35NJHCH,5OV4ISV8,2020-01-13,16:47:16,144,tower75,SOTOUBOUA,16
RJWIR8DL,EW1CU6MB,2020-01-13,16:49:34,133,tower67,MOYEN-MONO,16
OG6WSZ4Y,3D70JPBF,2020-01-13,16:50:42,97,tower74,OTI,16
UHX8BQMK,GQZH5IFP,2020-01-13,16:56:04,140,tower41,GOLFE,16
TEZK7G1F,QQ8Z3DOV,2020-01-13,17:02:36,93,tower97,OTI-SUD,17
NIF6UYTN,QQ8Z3DOV,2020-01-13,17:05:49,91,tower84,TCHAOUDJO,17
6I3K0MVW,6RUMEMGE,2020-01-13,17:10:00,100,tower33,GOLFE,17
0706DUPJ,JTZ8NTNT,2020-01-13,17:15:52,110,tower94,ZIO,17
IDXIWF9Y,W02707BQ,2020-01-13,17:17:00,64,tower11,AGOU,17
EW1CU6MB,D8F040KM,2020-01-13,17:19:06,138,tower9,AGOE-NYIVE,17
I78A4ZYA,QU7QSVGS,2020-01-13,17:19:34,87,tower35,GOLFE,17
PUUV28Y3,KQTDS8US,2020-01-13,17:54:44,45,tower64,LOME COMMUNE,17
5OV4ISV8,BWUDB7OK,2020-01-13,17:55:49,114,tower101,PLAINE DU MO,17
8URS19PI,DZX7JJ0X,2020-01-13,17:56:12,112,tower28,DANYI,17
8A0F9A5Y,R4DNBXGL,2020-01-13,18:01:28,100,tower63,LOME COMMUNE,18
NRPQOXJW,NRPQOXJW,2020-01-13,18:12:11,107,tower60,LOME COMMUNE,18
LUJ3QL62,B5ZATI54,2020-01-13,18:21:01,123,tower61,LOME COMMUNE,18
TKBXHJOX,W6QZ7S00,2020-01-13,18:31:26,101,tower62,LOME COMMUNE,18
RXWZ61FH,TV465N8P,2020-01-13,18:53:27,111,tower80,TCHAOUDJO,18
GXMHRRRQ,23RJAXQ1,2020-01-13,19:06:11,80,tower14,AKEBOU,19
L98725AW,SQUN4FQ1,2020-01-13,19:07:50,108,tower84,TCHAOUDJO,19
OO66L484,UTP1PFWB,2020-01-13,19:15:11,114,tower42,GOLFE,19
8FA9GEXM,OG6WSZ4Y,2020-01-13,19:20:45,55,tower5,AGOE-NYIVE,19
TEZK7G1F,EW1CU6MB,2020-01-13,19:28:11,87,tower74,OTI,19
COD1SBB0,W6QZ7S00,2020-01-13,19:50:22,110,tower99,KPENDJAL-OUEST,19
LUJ3QL62,L1DKO6MV,2020-01-13,19:53:19,131,tower61,LOME COMMUNE,19
N6OH31ZA,0706DUPJ,2020-01-13,19:54:10,112,tower37,GOLFE,19
OG6WSZ4Y,2LI3ERUW,2020-01-13,20:00:37,29,tower77,TANDJOARE,20
UYRRM4JD,CO9IM36S,2020-01-13,20:23:42,151,tower32,EST-MONO,20
3D70JPBF,TM4KSMO9,2020-01-13,20:34:25,85,tower1,AGOE-NYIVE,20
W6QZ7S00,NRPQOXJW,2020-01-13,21:00:04,81,tower29,DOUFELGOU,21
6KQE9FYV,QQ8Z3DOV,2020-01-13,21:12:56,88,tower21,BINAH,21
YWUR3EKV,OG6WSZ4Y,2020-01-13,21:19:03,96,tower17,ASSOLI,21
JYY4GIFI,23RJAXQ1,2020-01-13,21:19:09,73,tower73,OTI,21
BZFQY2QR,OHGI1JNY,2020-01-13,21:23:35,77,tower27,DANYI,21
UTP1PFWB,FQ1Z0P2T,2020-01-13,21:40:17,128,tower96,AMOU,21
IU9XRLE9,SJ02XAIM,2020-01-13,21:46:29,78,tower79,TCHAOUDJO,21
EW1CU6MB,AEOYEEI1,2020-01-13,22:24:15,105,tower61,LOME COMMUNE,22
FRS832YF,RR13MTWZ,2020-01-13,22:46:11,87,tower39,GOLFE,22
L98725AW,0706DUPJ,2020-01-13,22:47:46,55,tower80,TCHAOUDJO,22
JTZ8NTNT,AEOYEEI1,2020-01-13,22:57:20,79,tower100,PLAINE DU MO,22
41PJSO2K,RH9604A1,2020-01-13,23:09:10,91,tower5,AGOE-NYIVE,23
YWUR3EKV,CO9IM36S,2020-01-13,23:14:45,66,tower22,BINAH,23
OG6WSZ4Y,FMFIYFMH,2020-01-13,23:17:55,119,tower99,KPENDJAL-OUEST,23
3H7ROWGG,JYY4GIFI,2020-01-13,23:35:34,98,tower69,MOYEN-MONO,23
5M28L1MF,BZFQY2QR,2020-01-13,23:50:50,40,tower5,AGOE-NYIVE,23
